weather,source,seed,k,method,R2,zero,within,gap,recovery,gain_a
nw,Trina_monoSi,2,5,tree,0.9287985289696596,0.929473913892949,0.9896724038940162,0.06019849000106725,-0.011219300073429769,1.150899818494184
nw,Trina_monoSi,2,5,mlp,0.9727948598474445,0.929473913892949,0.9896724038940162,0.06019849000106725,0.719635093068406,1.150899818494184
nw,Trina_monoSi,2,10,gain,0.9646273586034121,0.929473913892949,0.9896724038940162,0.06019849000106725,0.5839589117574192,1.1319747600078873
nw,Trina_monoSi,2,10,tree,0.9292369281541035,0.929473913892949,0.9896724038940162,0.06019849000106725,-0.00393673892553203,1.1319747600078873
nw,Trina_monoSi,2,10,mlp,0.9789768649004186,0.929473913892949,0.9896724038940162,0.06019849000106725,0.8223287827749827,1.1319747600078873
nw,Trina_monoSi,2,20,gain,0.9653013852761025,0.929473913892949,0.9896724038940162,0.06019849000106725,0.5951556489625967,1.1262887576037222
nw,Trina_monoSi,2,20,tree,0.9295710127089837,0.929473913892949,0.9896724038940162,0.06019849000106725,0.0016129776018132761,1.1262887576037222
nw,Trina_monoSi,2,20,mlp,0.9736785288144654,0.929473913892949,0.9896724038940162,0.06019849000106725,0.7343143477640834,1.1262887576037222
nw,Trina_monoSi,2,40,gain,0.965750622432906,0.929473913892949,0.9896724038940162,0.06019849000106725,0.6026182473898244,1.1210115204036937
nw,Trina_monoSi,2,40,tree,0.9307990679802685,0.929473913892949,0.9896724038940162,0.06019849000106725,0.022013078522334806,1.1210115204036937
nw,Trina_monoSi,2,40,mlp,0.9782946171585772,0.929473913892949,0.9896724038940162,0.06019849000106725,0.8109954795338342,1.1210115204036937
nw,Trina_monoSi,2,82,gain,0.9658617818246003,0.929473913892949,0.9896724038940162,0.06019849000106725,0.6044647952300158,1.1001025663478687
nw,Trina_monoSi,2,82,tree,0.9311727011040266,0.929473913892949,0.9896724038940162,0.06019849000106725,0.028219764499865647,1.1001025663478687
nw,Trina_monoSi,2,82,mlp,0.9807834911762435,0.929473913892949,0.9896724038940162,0.06019849000106725,0.8523399387988784,1.1001025663478687
nw,Trina_monoSi,2,165,gain,0.9655935515179571,0.929473913892949,0.9896724038940162,0.06019849000106725,0.6000090305316259,1.0962748938625773
nw,Trina_monoSi,2,165,tree,0.9329997269212015,0.929473913892949,0.9896724038940162,0.06019849000106725,0.058569791836805066,1.0962748938625773
nw,Trina_monoSi,2,165,mlp,0.982657922272661,0.929473913892949,0.9896724038940162,0.06019849000106725,0.8834774489986236,1.0962748938625773
nw,Trina_monoSi,2,247,gain,0.9656612597542487,0.929473913892949,0.9896724038940162,0.06019849000106725,0.6011337802768495,1.0971304984933727
nw,Trina_monoSi,2,247,tree,0.936318394972738,0.929473913892949,0.9896724038940162,0.06019849000106725,0.11369855090497673,1.0971304984933727
nw,Trina_monoSi,2,247,mlp,0.9880365461893618,0.929473913892949,0.9896724038940162,0.06019849000106725,0.9728256023593704,1.0971304984933727
nw,Trina_monoSi,7,5,gain,0.9632840902175566,0.9295765174716625,0.9921645894294572,0.0625880719577947,0.5385622482287722,1.1469111220865205
nw,Trina_monoSi,7,5,tree,0.930288775403233,0.9295765174716625,0.9921645894294572,0.0625880719577947,0.011380090635333542,1.1469111220865205
nw,Trina_monoSi,7,5,mlp,0.9778474545694154,0.9295765174716625,0.9921645894294572,0.0625880719577947,0.771248188158019,1.1469111220865205
nw,Trina_monoSi,7,10,gain,0.9625800870986332,0.9295765174716625,0.9921645894294572,0.0625880719577947,0.5273140487412067,1.149060962192635
nw,Trina_monoSi,7,10,tree,0.9304470686177561,0.9295765174716625,0.9921645894294572,0.0625880719577947,0.013909218144323436,1.149060962192635
nw,Trina_monoSi,7,10,mlp,0.9805035181219087,0.9295765174716625,0.9921645894294572,0.0625880719577947,0.8136854045382335,1.149060962192635
nw,Trina_monoSi,7,20,gain,0.9628117228590424,0.9295765174716625,0.9921645894294572,0.0625880719577947,0.5310150056993534,1.1483651505421955
nw,Trina_monoSi,7,20,tree,0.9286277901344713,0.9295765174716625,0.9921645894294572,0.0625880719577947,-0.015158277088819122,1.1483651505421955
